1	b0020	nhaR
2	b0034	caiF
3	b0064	araC
4	b0069	sgrR
5	b0076	leuO
6	b0080	cra
7	b0113	pdhR
8	b0146	sfsA
9	b0162	cdaR
10	b0208	yafC
11	b0226	dinJ
12	b0240	crl
13	b0254	perR
14	b0267	yagA
15	b0272	yagI
16	b0282	yagP
17	b0294	ecpR
18	b0300	ykgA
19	b0305	ykgD
20	b0313	betI
21	b0316	yahB
22	b0318	yahD
23	b0330	prpR
24	b0338	cynR
25	b0345	lacI
26	b0346	mhpR
27	b0357	frmR
28	b0375	yaiV
29	b0378	yaiW
30	b0399	phoB
31	b0413	nrdR
32	b0435	bolA
33	b0440	hupB
34	b0447	ybaO
35	b0464	acrR
36	b0483	ybaQ
37	b0487	cueR
38	b0502	ylbG
39	b0504	allS
40	b0506	allR
41	b0535	fimZ
42	b0564	appY
43	b0566	envY
44	b0571	cusR
45	b0603	ybdO
46	b0620	dpiA
47	b0623	cspE
48	b0629	ybeF
49	b0676	nagC
50	b0683	fur
51	b0694	kdpE
52	b0715	abrB
53	b0730	mngR
54	b0761	modE
55	b0768	ybhD
56	b0788	ybhN
57	b0796	ybiH
58	b0817	mntR
59	b0840	deoR
60	b0846	ybjK
61	b0889	lrp
62	b0900	ycaN
63	b0912	ihfB
64	b0995	torR
65	b1013	rutR
66	b1040	csgD
67	b1071	flgM
68	b1111	ycfQ
69	b1130	phoP
70	b1146	ymfT
71	b1147	ymfL
72	b1149	ymfN
73	b1162	bluR
74	b1187	fadR
75	b1201	dhaR
76	b1213	ychQ
77	b1214	ychA
78	b1221	narL
79	b1237	hns
80	b1275	cysB
81	b1284	yciT
82	b1299	puuR
83	b1303	pspF
84	b1305	pspB
85	b1306	pspC
86	b1320	ycjW
87	b1323	tyrR
88	b1328	ycjZ
89	b1334	fnr
90	b1339	abgR
91	b1356	racR
92	b1357	ydaS
93	b1384	feaR
94	b1399	paaX
95	b1422	ydcI
96	b1434	ydcN
97	b1439	ydcR
98	b1450	mcbR
99	b1477	yddM
100	b1497	ydeM
101	b1499	ydeO
102	b1506	yneL
103	b1507	hipA
104	b1508	hipB
105	b1512	lsrR
106	b1526	yneJ
107	b1530	marR
108	b1531	marA
109	b1540	ydfH
110	b1557	cspB
111	b1564	relB
112	b1569	dicC
113	b1570	dicA
114	b1594	mlc
115	b1595	ynfL
116	b1608	rstA
117	b1618	uidR
118	b1620	malI
119	b1642	slyA
120	b1649	nemR
121	b1658	purR
122	b1659	ydhB
123	b1696	ydiP
124	b1712	ihfA
125	b1735	chbR
126	b1739	osmE
127	b1770	ydjF
128	b1790	yeaM
129	b1799	dmlR
130	b1823	cspC
131	b1827	kdgR
132	b1853	yebK
133	b1891	flhC
134	b1892	flhD
135	b1914	uvrY
136	b1916	sdiA
137	b1921	fliZ
138	b1922	fliA
139	b1951	rcsA
140	b1969	yedW
141	b1987	cbl
142	b1988	nac
143	b2015	yeeY
144	b2017	yefM
145	b2079	baeR
146	b2082	ogrK
147	b2087	gatR_1
148	b2101	yegW
149	b2105	rcnR
150	b2125	yehT
151	b2127	mlrA
152	b2151	galS
153	b2157	yeiE
154	b2163	yeiL
155	b2193	narP
156	b2213	ada
157	b2217	rcsB
158	b2220	atoC
159	b2248	yfaX
160	b2289	lrhA
161	b2365	dsdX
162	b2369	evgA
163	b2381	ypdB
164	b2382	ypdC
165	b2398	yfeC
166	b2399	yfeD
167	b2405	xapR
168	b2409	yfeR
169	b2427	murR
170	b2437	eutR
171	b2479	gcvR
172	b2491	hyfR
173	b2531	iscR
174	b2537	hcaR
175	b2550	yphH
176	b2554	glrR
177	b2561	yfhH
178	b2570	rseC
179	b2571	rseB
180	b2573	rpoE
181	b2577	yfiE
182	b2624	alpA
183	b2634	yfjR
184	b2664	csiR
185	b2667	ygaV
186	b2669	stpA
187	b2684	mprA
188	b2706	gutM
189	b2707	srlR
190	b2709	norR
191	b2714	ascG
192	b2725	hycA
193	b2731	fhlA
194	b2735	ygbI
195	b2741	rpoS
196	b2805	fucR
197	b2808	gcvA
198	b2837	galR
199	b2839	lysR
200	b2852	ygeH
201	b2855	ygeK
202	b2869	ygeV
203	b2916	argP
204	b2921	ygfI
205	b2929	yggD
206	b2980	glcC
207	b2981	yghO
208	b3010	yqhC
209	b3021	mqsA
210	b3023	ygiV
211	b3025	qseB
212	b3060	ttdR
213	b3067	rpoD
214	b3071	yqjI
215	b3075	ebgR
216	b3082	higA
217	b3094	exuR
218	b3105	yhaJ
219	b3118	tdcA
220	b3119	tdcR
221	b3131	agaR
222	b3188	sfsB
223	b3190	ibaG
224	b3202	rpoN
225	b3219	yhcF
226	b3226	nanR
227	b3237	argR
228	b3243	aaeR
229	b3261	fis
230	b3264	envR
231	b3292	zntR
232	b3346	yheO
233	b3357	crp
234	b3375	frlR
235	b3405	ompR
236	b3410	feoC
237	b3418	malT
238	b3422	rtcR
239	b3423	glpR
240	b3438	gntR
241	b3461	rpoH
242	b3481	nikR
243	b3501	arsR
244	b3507	dctR
245	b3512	gadE
246	b3515	gadW
247	b3516	gadX
248	b3520	yhjB
249	b3521	yhjC
250	b3555	yiaG
251	b3556	cspA
252	b3569	xylR
253	b3574	yiaJ
254	b3585	yiaU
255	b3601	mtlR
256	b3604	lldR
257	b3669	uhpA
258	b3674	yidF
259	b3680	yidL
260	b3684	yidP
261	b3702	dnaA
262	b3711	yidZ
263	b3743	asnC
264	b3753	rbsR
265	b3773	ilvY
266	b3783	rho
267	b3828	metR
268	b3842	rfaH
269	b3868	glnG
270	b3872	yihL
271	b3884	yihW
272	b3889	yiiE
273	b3897	frvR
274	b3905	rhaS
275	b3906	rhaR
276	b3912	cpxR
277	b3934	cytR
278	b3938	metJ
279	b3954	yijO
280	b3961	oxyR
281	b3963	fabR
282	b3973	birA
283	b4000	hupA
284	b4004	zraR
285	b4018	iclR
286	b4043	lexA
287	b4046	zur
288	b4062	soxS
289	b4063	soxR
290	b4089	rpiR
291	b4102	phnF
292	b4113	basR
293	b4116	adiY
294	b4118	melR
295	b4124	dcuR
296	b4133	cadC
297	b4135	yjdC
298	b4178	nsrR
299	b4182	yjfJ
300	b4187	aidB
301	b4191	ulaR
302	b4205	ytfA
303	b4212	ytfH
304	b4241	treR
305	b4251	bdcR
306	b4264	idnR
307	b4292	fecR
308	b4293	fecI
309	b4295	yjhU
310	b4299	yjhI
311	b4300	sgcR
312	b4324	uxuR
313	b4327	yjiE
314	b4340	yjiR
315	b4357	yjjM
316	b4365	yjjQ
317	b4366	bglJ
318	b4385	yjjJ
319	b4393	trpR
320	b4396	rob
321	b4398	creB
322	b4401	arcA
323	b4479	dgoR
324	b4480	hdfR
325	b1014	putA
326	b2697	alaS
327	b4260	pepA
328	b4390	nadR
329	b0002	thrA
330	b0003	thrB
331	b0004	thrC
332	b0007	yaaJ
333	b0008	talB
334	b0009	mog
335	b0019	nhaA
336	b0025	ribF
337	b0026	ileS
338	b0029	ispH
339	b0030	rihC
340	b0031	dapB
341	b0032	carA
342	b0033	carB
343	b0036	caiD
344	b0037	caiC
345	b0038	caiB
346	b0040	caiT
347	b0047	kefC
348	b0048	folA
349	b0049	apaH
350	b0052	pdxA
351	b0061	araD
352	b0062	araA
353	b0063	araB
354	b0066	thiQ
355	b0067	thiP
356	b0068	tbpA
357	b0070	setA
358	b0071	leuD
359	b0072	leuC
360	b0073	leuB
361	b0074	leuA
362	b0077	ilvI
363	b0078	ilvH
364	b0084	ftsI
365	b0085	murE
366	b0086	murF
367	b0087	mraY
368	b0088	murD
369	b0090	murG
370	b0091	murC
371	b0092	ddlB
372	b0096	lpxC
373	b0099	mutT
374	b0103	coaE
375	b0104	guaC
376	b0109	nadC
377	b0110	ampD
378	b0112	aroP
379	b0114	aceE
380	b0115	aceF
381	b0116	lpd
382	b0118	acnB
383	b0120	speD
384	b0121	speE
385	b0123	cueO
386	b0124	gcd
387	b0125	hpt
388	b0126	can
389	b0131	panD
390	b0133	panC
391	b0134	panB
392	b0142	folK
393	b0149	mrcB
394	b0150	fhuA
395	b0151	fhuC
396	b0152	fhuD
397	b0153	fhuB
398	b0154	hemL
399	b0155	clcA
400	b0158	btuF
401	b0159	mtn
402	b0160	dgt
403	b0166	dapD
404	b0171	pyrH
405	b0173	dxr
406	b0174	ispU
407	b0175	cdsA
408	b0179	lpxD
409	b0180	fabZ
410	b0181	lpxA
411	b0182	lpxB
412	b0185	accA
413	b0186	ldcC
414	b0194	proS
415	b0197	metQ
416	b0198	metI
417	b0199	metN
418	b0200	gmhB
419	b0207	dkgB
420	b0212	gloB
421	b0221	fadE
422	b0222	lpcA
423	b0237	pepD
424	b0238	gpt
425	b0241	phoE
426	b0242	proB
427	b0243	proA
428	b0260	mmuP
429	b0261	mmuM
430	b0273	argF
431	b0306	ykgE
432	b0307	ykgF
433	b0308	ykgG
434	b0311	betA
435	b0312	betB
436	b0314	betT
437	b0323	yahI
438	b0331	prpB
439	b0333	prpC
440	b0334	prpD
441	b0336	codB
442	b0337	codA
443	b0339	cynT
444	b0340	cynS
445	b0341	cynX
446	b0344	lacZ
447	b0347	mhpA
448	b0348	mhpB
449	b0349	mhpC
450	b0350	mhpD
451	b0351	mhpF
452	b0352	mhpE
453	b0353	mhpT
454	b0355	frmB
455	b0356	frmA
456	b0365	tauA
457	b0366	tauB
458	b0367	tauC
459	b0368	tauD
460	b0369	hemB
461	b0381	ddlA
462	b0383	phoA
463	b0386	proC
464	b0388	aroL
465	b0394	mak
466	b0401	brnQ
467	b0403	malZ
468	b0404	acpH
469	b0411	tsx
470	b0414	ribD
471	b0415	ribE
472	b0417	thiL
473	b0418	pgpA
474	b0420	dxs
475	b0421	ispA
476	b0423	thiI
477	b0425	panE
478	b0428	cyoE
479	b0429	cyoD
480	b0430	cyoC
481	b0431	cyoB
482	b0432	cyoA
483	b0433	ampG
484	b0444	queC
485	b0446	cof
486	b0451	amtB
487	b0452	tesB
488	b0459	maa
489	b0462	acrB
490	b0463	acrA
491	b0469	apt
492	b0474	adk
493	b0475	hemH
494	b0477	gsk
495	b0480	ushA
496	b0484	copA
497	b0485	ybaS
498	b0494	tesA
499	b0505	allA
500	b0507	gcl
501	b0508	hyi
502	b0509	glxR
503	b0511	ybbW
504	b0512	allB
505	b0514	glxK
506	b0516	allC
507	b0517	allD
508	b0521	ybcF
509	b0522	purK
510	b0523	purE
511	b0524	lpxH
512	b0526	cysS
513	b0529	folD
514	b0572	cusC
515	b0573	cusF
516	b0574	cusB
517	b0575	cusA
518	b0576	pheP
519	b0578	nfsB
520	b0583	entD
521	b0584	fepA
522	b0585	fes
523	b0586	entF
524	b0588	fepC
525	b0589	fepG
526	b0590	fepD
527	b0591	entS
528	b0592	fepB
529	b0593	entC
530	b0594	entE
531	b0595	entB
532	b0596	entA
533	b0604	dsbG
534	b0612	citT
535	b0613	citG
536	b0614	citX
537	b0615	citF
538	b0616	citE
539	b0617	citD
540	b0621	dcuC
541	b0622	pagP
542	b0628	lipA
543	b0630	lipB
544	b0632	dacA
545	b0635	mrdA
546	b0638	cobC
547	b0639	nadD
548	b0642	leuS
549	b0650	hscC
550	b0651	rihA
551	b0652	gltL
552	b0653	gltK
553	b0654	gltJ
554	b0655	gltI
555	b0657	lnt
556	b0662	ubiF
557	b0674	asnB
558	b0677	nagA
559	b0678	nagB
560	b0679	nagE
561	b0680	glnS
562	b0684	fldA
563	b0688	pgm
564	b0692	potE
565	b0693	speF
566	b0696	kdpC
567	b0697	kdpB
568	b0698	kdpA
569	b0709	dtpD
570	b0720	gltA
571	b0721	sdhC
572	b0722	sdhD
573	b0723	sdhA
574	b0724	sdhB
575	b0726	sucA
576	b0727	sucB
577	b0728	sucC
578	b0729	sucD
579	b0731	mngA
580	b0732	mngB
581	b0733	cydA
582	b0734	cydB
583	b0736	ybgC
584	b0750	nadA
585	b0751	pnuC
586	b0752	zitB
587	b0754	aroG
588	b0755	gpmA
589	b0756	galM
590	b0757	galK
591	b0758	galT
592	b0759	galE
593	b0763	modA
594	b0764	modB
595	b0765	modC
596	b0766	ybhA
597	b0767	pgl
598	b0774	bioA
599	b0775	bioB
600	b0776	bioF
601	b0777	bioC
602	b0778	bioD
603	b0781	moaA
604	b0783	moaC
605	b0784	moaD
606	b0785	moaE
607	b0789	ybhO
608	b0805	fiu
609	b0809	glnQ
610	b0810	glnP
611	b0811	glnH
612	b0813	rhtA
613	b0822	ybiV
614	b0825	fsaA
615	b0826	moeB
616	b0827	moeA
617	b0828	iaaA
618	b0829	gsiA
619	b0830	gsiB
620	b0831	gsiC
621	b0832	gsiD
622	b0837	yliI
623	b0839	dacC
624	b0841	ybjG
625	b0842	mdfA
626	b0849	grxA
627	b0854	potF
628	b0855	potG
629	b0856	potH
630	b0857	potI
631	b0860	artJ
632	b0861	artM
633	b0862	artQ
634	b0863	artI
635	b0864	artP
636	b0870	ltaE
637	b0871	poxB
638	b0875	aqpZ
639	b0886	cydC
640	b0887	cydD
641	b0888	trxB
642	b0893	serS
643	b0894	dmsA
644	b0895	dmsB
645	b0896	dmsC
646	b0902	pflA
647	b0903	pflB
648	b0904	focA
649	b0907	serC
650	b0908	aroA
651	b0910	cmk
652	b0914	msbA
653	b0915	lpxK
654	b0918	kdsB
655	b0928	aspC
656	b0929	ompF
657	b0930	asnS
658	b0931	pncB
659	b0932	pepN
660	b0933	ssuB
661	b0934	ssuC
662	b0935	ssuD
663	b0936	ssuA
664	b0937	ssuE
665	b0945	pyrD
666	b0954	fabA
667	b0957	ompA
668	b0963	mgsA
669	b0968	yccX
670	b0972	hyaA
671	b0973	hyaB
672	b0974	hyaC
673	b0978	appC
674	b0979	appB
675	b0980	appA
676	b0996	torC
677	b0997	torA
678	b1002	agp
679	b1006	rutG
680	b1007	rutF
681	b1008	rutE
682	b1009	rutD
683	b1010	rutC
684	b1011	rutB
685	b1012	rutA
686	b1015	putP
687	b1033	ghrA
688	b1054	lpxL
689	b1059	solA
690	b1062	pyrC
691	b1064	grxB
692	b1069	murJ
693	b1090	plsX
694	b1091	fabH
695	b1092	fabD
696	b1093	fabG
697	b1094	acpP
698	b1095	fabF
699	b1096	pabC
700	b1098	tmk
701	b1101	ptsG
702	b1102	fhuE
703	b1106	thiK
704	b1107	nagZ
705	b1109	ndh
706	b1119	nagK
707	b1123	potD
708	b1124	potC
709	b1125	potB
710	b1126	potA
711	b1131	purB
712	b1134	nudJ
713	b1136	icd
714	b1185	dsbB
715	b1186	nhaB
716	b1189	dadA
717	b1190	dadX
718	b1192	ldcA
719	b1193	emtA
720	b1197	treA
721	b1198	dhaM
722	b1199	dhaL
723	b1200	dhaK
724	b1206	ychM
725	b1207	prs
726	b1208	ispE
727	b1210	hemA
728	b1215	kdsA
729	b1216	chaA
730	b1223	narK
731	b1224	narG
732	b1225	narH
733	b1226	narJ
734	b1227	narI
735	b1232	purU
736	b1236	galU
737	b1238	tdk
738	b1241	adhE
739	b1243	oppA
740	b1244	oppB
741	b1245	oppC
742	b1246	oppD
743	b1247	oppF
744	b1249	clsA
745	b1250	kch
746	b1252	tonB
747	b1260	trpA
748	b1261	trpB
749	b1262	trpC
750	b1263	trpD
751	b1264	trpE
752	b1270	btuR
753	b1276	acnA
754	b1277	ribA
755	b1278	pgpB
756	b1281	pyrF
757	b1288	fabI
758	b1291	sapD
759	b1296	puuP
760	b1297	puuA
761	b1298	puuD
762	b1300	puuC
763	b1301	puuB
764	b1302	puuE
765	b1308	pspE
766	b1319	ompG
767	b1325	ycjG
768	b1326	mpaA
769	b1329	mppA
770	b1363	trkG
771	b1377	ompN
772	b1378	ydbK
773	b1380	ldhA
774	b1385	feaB
775	b1386	tynA
776	b1387	paaZ
777	b1388	paaA
778	b1389	paaB
779	b1390	paaC
780	b1391	paaD
781	b1392	paaE
782	b1393	paaF
783	b1394	paaG
784	b1395	paaH
785	b1397	paaJ
786	b1398	paaK
787	b1415	aldA
788	b1440	ydcS
789	b1441	ydcT
790	b1442	ydcU
791	b1443	ydcV
792	b1444	ydcW
793	b1453	ansP
794	b1463	nhoA
795	b1465	narV
796	b1466	narW
797	b1467	narY
798	b1468	narZ
799	b1469	narU
800	b1473	yddG
801	b1474	fdnG
802	b1475	fdnH
803	b1476	fdnI
804	b1478	adhP
805	b1479	maeA
806	b1483	ddpF
807	b1484	ddpD
808	b1485	ddpC
809	b1486	ddpB
810	b1487	ddpA
811	b1488	ddpX
812	b1489	dosP
813	b1492	gadC
814	b1493	gadB
815	b1519	tam
816	b1521	uxaB
817	b1524	yneH
818	b1525	sad
819	b1528	ydeA
820	b1533	eamA
821	b1539	ydfG
822	b1584	speG
823	b1587	ynfE
824	b1588	ynfF
825	b1589	ynfG
826	b1590	ynfH
827	b1592	clcB
828	b1599	mdtI
829	b1600	mdtJ
830	b1602	pntB
831	b1603	pntA
832	b1605	ydgI
833	b1606	folM
834	b1611	fumC
835	b1612	fumA
836	b1613	manA
837	b1621	malX
838	b1622	malY
839	b1623	add
840	b1634	tppB
841	b1636	pdxY
842	b1637	tyrS
843	b1638	pdxH
844	b1640	anmK
845	b1646	sodC
846	b1651	gloA
847	b1654	grxD
848	b1656	sodB
849	b1661	cfa
850	b1662	ribC
851	b1676	pykF
852	b1677	lpp
853	b1679	sufE
854	b1680	sufS
855	b1682	sufC
856	b1683	sufB
857	b1684	sufA
858	b1692	ydiB
859	b1693	aroD
860	b1701	fadK
861	b1702	ppsA
862	b1704	aroH
863	b1709	btuD
864	b1710	btuE
865	b1711	btuC
866	b1713	pheT
867	b1714	pheS
868	b1719	thrS
869	b1723	pfkB
870	b1732	katE
871	b1734	chbF
872	b1740	nadE
873	b1744	astE
874	b1745	astB
875	b1746	astD
876	b1747	astA
877	b1748	astC
878	b1759	nudG
879	b1761	gdhA
880	b1764	selD
881	b1767	ansA
882	b1768	pncA
883	b1773	ydjI
884	b1778	msrB
885	b1779	gapA
886	b1781	yeaE
887	b1800	dmlA
888	b1801	yeaV
889	b1805	fadD
890	b1812	pabB
891	b1814	sdaA
892	b1817	manX
893	b1818	manY
894	b1819	manZ
895	b1849	purT
896	b1850	eda
897	b1851	edd
898	b1852	zwf
899	b1854	pykA
900	b1855	lpxM
901	b1857	znuA
902	b1858	znuC
903	b1859	znuB
904	b1865	nudB
905	b1866	aspS
906	b1872	torZ
907	b1873	torY
908	b1876	argS
909	b1896	otsA
910	b1897	otsB
911	b1899	araH_1
912	b1900	araG
913	b1901	araF
914	b1907	tyrP
915	b1912	pgsA
916	b1919	dcyD
917	b1927	amyA
918	b1981	shiA
919	b1982	amn
920	b1991	cobT
921	b1992	cobS
922	b1993	cobU
923	b2010	dacD
924	b2019	hisG
925	b2020	hisD
926	b2021	hisC
927	b2022	hisB
928	b2023	hisH
929	b2024	hisA
930	b2025	hisF
931	b2026	hisI
932	b2027	wzzB
933	b2028	ugd
934	b2029	gnd
935	b2032	wbbK
936	b2033	wbbJ
937	b2034	wbbI
938	b2035	wbbH
939	b2036	glf
940	b2037	rfbX
941	b2038	rfbC
942	b2039	rfbA
943	b2040	rfbD
944	b2041	rfbB
945	b2045	wcaK
946	b2048	cpsG
947	b2049	cpsB
948	b2051	gmm
949	b2052	fcl
950	b2053	gmd
951	b2065	dcd
952	b2066	udk
953	b2091	gatD
954	b2092	gatC
955	b2093	gatB
956	b2094	gatA
957	b2095	gatZ
958	b2096	gatY
959	b2097	fbaB
960	b2103	thiD
961	b2104	thiM
962	b2114	metG
963	b2128	yehW
964	b2129	yehX
965	b2130	yehY
966	b2131	osmF
967	b2132	bglX
968	b2133	dld
969	b2134	pbpG
970	b2143	cdd
971	b2146	preT
972	b2147	preA
973	b2148	mglC
974	b2149	mglA
975	b2150	mglB
976	b2153	folE
977	b2154	yeiG
978	b2155	cirA
979	b2156	lysP
980	b2162	rihB
981	b2167	fruA
982	b2168	fruK
983	b2169	fruB
984	b2170	setB
985	b2174	lpxT
986	b2197	ccmE
987	b2198	ccmD
988	b2199	ccmC
989	b2200	ccmB
990	b2201	ccmA
991	b2202	napC
992	b2203	napB
993	b2204	napH
994	b2205	napG
995	b2206	napA
996	b2210	mqo
997	b2215	ompC
998	b2221	atoD
999	b2222	atoA
1000	b2223	atoE
1001	b2224	atoB
1002	b2232	ubiG
1003	b2234	nrdA
1004	b2235	nrdB
1005	b2239	glpQ
1006	b2240	glpT
1007	b2241	glpA
1008	b2242	glpB
1009	b2243	glpC
1010	b2251	nudI
1011	b2253	arnB
1012	b2254	arnC
1013	b2255	arnA
1014	b2256	arnD
1015	b2257	arnT
1016	b2258	arnF
1017	b2260	menE
1018	b2261	menC
1019	b2262	menB
1020	b2263	menH
1021	b2264	menD
1022	b2265	menF
1023	b2276	nuoN
1024	b2277	nuoM
1025	b2278	nuoL
1026	b2279	nuoK
1027	b2280	nuoJ
1028	b2281	nuoI
1029	b2282	nuoH
1030	b2283	nuoG
1031	b2284	nuoF
1032	b2285	nuoE
1033	b2286	nuoC
1034	b2287	nuoB
1035	b2288	nuoA
1036	b2290	alaA
1037	b2291	yfbR
1038	b2296	ackA
1039	b2297	pta
1040	b2303	folX
1041	b2306	hisP
1042	b2307	hisM
1043	b2308	hisQ
1044	b2309	hisJ
1045	b2310	argT
1046	b2311	ubiX
1047	b2312	purF
1048	b2315	folC
1049	b2316	accD
1050	b2320	pdxB
1051	b2323	fabB
1052	b2328	mepA
1053	b2329	aroC
1054	b2341	fadJ
1055	b2342	fadI
1056	b2344	fadL
1057	b2366	dsdA
1058	b2373	oxc
1059	b2374	frc
1060	b2378	lpxP
1061	b2379	alaC
1062	b2388	glk
1063	b2392	mntH
1064	b2393	nupC
1065	b2400	gltX
1066	b2406	xapB
1067	b2407	xapA
1068	b2411	ligA
1069	b2414	cysK
1070	b2415	ptsH
1071	b2416	ptsI
1072	b2417	crr
1073	b2418	pdxK
1074	b2421	cysM
1075	b2422	cysA
1076	b2423	cysW
1077	b2424	cysU
1078	b2425	cysP
1079	b2428	murQ
1080	b2429	murP
1081	b2435	amiA
1082	b2436	hemF
1083	b2440	eutC
1084	b2441	eutB
1085	b2458	eutD
1086	b2463	maeB
1087	b2465	tktB
1088	b2467	nudK
1089	b2470	acrD
1090	b2472	dapE
1091	b2476	purC
1092	b2478	dapA
1093	b2480	bcp
1094	b2481	hyfA
1095	b2482	hyfB
1096	b2483	hyfC
1097	b2484	hyfD
1098	b2485	hyfE
1099	b2486	hyfF
1100	b2487	hyfG
1101	b2488	hyfH
1102	b2489	hyfI
